t_ms,state,raw_acc_x,raw_acc_y,raw_acc_z,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,raw_gyr_x,raw_gyr_y,raw_gyr_z,gyr_x,gyr_y,gyr_z,uncal_mag_x,uncal_mag_y,uncal_mag_z,mag_x,mag_y,mag_z,quat_game_w,quat_game_x,quat_game_y,quat_game_z,quat_geomag_w,quat_geomag_x,quat_geomag_y,quat_geomag_z
12530,,,,,-0.05609995126724243,0.04747702553868294,1.0055646896362305,,,,,,,,,,,,,,,,,,,,,,,
12600,,,,,-0.052654560655355453,0.045610830187797546,1.0066553354263306,,,,,,,1.3095917701721191,-1.3891774415969849,-0.17183846235275269,,,,29.507944107055664,5.325362205505371,-39.512393951416016,,,,,,,,
12610,,,,,-0.05467183142900467,0.046695731580257416,1.0060596466064453,,,,,,,1.383887529373169,-1.2680494785308838,-0.2392488420009613,,,,29.509098052978516,5.323154926300049,-39.514190673828125,,,,,,,,
12620,,,,,-0.056378450244665146,0.04763134941458702,1.0054579973220825,,,,,,,1.4546875953674316,-1.1408665180206299,-0.3063192367553711,,,,29.510330200195312,5.320919036865234,-39.516109466552734,,,,,,,,
12690,,,,,-0.05304132401943207,0.04581763222813606,1.006548285484314,,,,,,,,,,,,,,,,,,,,,,,
12700,,,,,-0.055003296583890915,0.04687581956386566,1.0059515237808228,,,,,,,1.3232567310333252,-1.367781162261963,-0.18403080105781555,,,,29.508146286010742,5.324965953826904,-39.51271057128906,,,,,,,,
12710,,,,,-0.05665273219347,0.047784145921468735,1.005348801612854,,,,,,,1.396934986114502,-1.2455161809921265,-0.2513868510723114,,,,29.509313583374023,5.322753429412842,-39.514530181884766,,,,,,,,
12720,,,,,,,,,,,,,,1.467084527015686,-1.1173039674758911,-0.31838569045066833,,,,29.510560989379883,5.320512294769287,-39.5164680480957,,,,,,,,
12800,,,,,-0.05357923358678818,0.04610609635710716,1.0063941478729248,,,,,,,,,,,,,,,,,,,,,,,
12810,,,,,-0.055461201816797256,0.04712574556469917,1.0057958364486694,,,,,,,,,,,,,29.508440017700195,5.32439661026001,-39.51316833496094,,,,,,,,
12820,,,,,-0.05702803283929825,0.047994740307331085,1.005191683769226,,,,,,,,,,,,,29.509628295898438,5.322176456451416,-39.515018463134766,,,,,,,,
12830,,,,,,,,,,,,,,,,,,,,29.510894775390625,5.31992769241333,-39.51698684692383,,,,,,,,
12890,,,,,,,,,,,,,,1.3598073720932007,-1.3086206912994385,-0.21709108352661133,,,,,,,,,,,,,,
12900,,,,,-0.05404139310121536,0.046354833990335464,1.0062565803527832,,,,,,,1.4317783117294312,-1.1833652257919312,-0.28428393602371216,,,,29.508708953857422,5.3238844871521,-39.51358413696289,,,,,,,,
12910,,,,,-0.05585145577788353,0.04733995720744133,1.0056567192077637,,,,,,,1.500132441520691,-1.0524592399597168,-0.3510728180408478,,,,29.509916305541992,5.321658134460449,-39.515464782714844,,,,,,,,
12920,,,,,-0.057344160974025726,0.04817374050617218,1.0050513744354248,,,,,,,,,,,,,29.511199951171875,5.319402694702148,-39.51746368408203,,,,,,,,
12990,,,,,-0.05438929423689842,0.046542707830667496,1.0061492919921875,,,,,,,,,,,,,,,,,,,,,,,
13000,,,,,-0.05614309012889862,0.04750087857246399,1.0055484771728516,,,,,,,1.3729808330535889,-1.2865866422653198,-0.22917436063289642,,,,,,,,,,,,,,
13010,,,,,-0.057577867060899734,0.04830719530582428,1.0049421787261963,,,,,,,1.4443159103393555,-1.1602723598480225,-0.2963017225265503,,,,,,,,,,,,,,
13020,,,,,,,,,,,,,,1.5120024681091309,-1.0284178256988525,-0.363008052110672,,,,,,,,,,,,,,
13090,,,,,-0.05476117879152298,0.0467442087829113,1.0060309171676636,,,,,,,,,,,,,29.5091552734375,5.323048114776611,-39.5142822265625,,,,,,,,
13100,,,,,-0.05645258352160454,0.047672562301158905,1.0054289102554321,,,,,,,1.3873759508132935,-1.2620633840560913,-0.24248477816581726,,,,29.510391235351562,5.320810794830322,-39.516204833984375,,,,,,,,
13110,,,,,-0.057823214679956436,0.048448510468006134,1.0048216581344604,,,,,,,1.4580031633377075,-1.1346042156219482,-0.3095363974571228,,,,29.511703491210938,5.318544864654541,-39.518245697021484,,,,,,,,
13120,,,,,,,,,,,,,,1.5249472856521606,-1.0017273426055908,-0.37614816427230835,,,,,,,,,,,,,,
13200,,,,,-0.05510184168815613,0.046929486095905304,1.0059186220169067,,,,,,,1.400874376296997,-1.2386350631713867,-0.2550705075263977,,,,29.509380340576172,5.322631359100342,-39.51463317871094,,,,,,,,
13210,,,,,-0.0567338652908802,0.0478295162320137,1.0053155422210693,,,,,,,1.4708251953125,-1.1101140975952148,-0.32204699516296387,,,,29.510631561279297,5.320388317108154,-39.516578674316406,,,,,,,,
13220,,,,,-0.05804351717233658,0.04857663810253143,1.0047073364257812,,,,,,,1.5370604991912842,-0.9762924909591675,-0.3885658085346222,,,,29.511959075927734,5.318117141723633,-39.51864242553711,,,,,,,,
13290,,,,,-0.05542057007551193,0.047103509306907654,1.0058099031448364,,,,,,,,,,,,,,,,,,,,,,,
13300,,,,,-0.05699491128325462,0.04797607660293579,1.0052059888839722,,,,,,,,,,,,,,,,,,,,,,,
13310,,,,,-0.05824539437890053,0.04869526997208595,1.0045968294143677,,,,,,,,,,,,,29.509599685668945,5.322229385375977,-39.51497268676758,,,,,,,,
13320,,,,,,,,,,,,,,,,,,,,29.5108642578125,5.319981098175049,-39.51694107055664,,,,,,,,
13330,,,,,,,,,,,,,,,,,,,,29.512205123901367,5.317705154418945,-39.51902770996094,,,,,,,,
13400,,,,,-0.05572715401649475,0.047271594405174255,1.0057017803192139,,,,,,,,,,,,,,,,,,,,,,,
13410,,,,,-0.057243868708610535,0.0481167770922184,1.0050967931747437,,,,,,,1.426514744758606,-1.1929429769515991,-0.2792677879333496,,,,,,,,,,,,,,
13420,,,,,-0.058435313403606415,0.04880813509225845,1.0044867992401123,,,,,,,1.4951456785202026,-1.0624386072158813,-0.3460901975631714,,,,,,,,,,,,,,
13430,,,,,,,,,,,,,,1.5599998235702515,-0.9268611669540405,-0.41242077946662903,,,,,,,,,,,,,,
13500,,,,,-0.05600734055042267,0.047425877302885056,1.0055993795394897,,,,,,,1.4384313821792603,-1.1711602210998535,-0.2906489074230194,,,,29.510034561157227,5.321444988250732,-39.515647888183594,,,,,,,,
13510,,,,,-0.05746936798095703,0.048245109617710114,1.0049935579299927,,,,,,,1.5064327716827393,-1.0397495031356812,-0.35739442706108093,,,,29.51132583618164,5.319187164306641,-39.51765823364258,,,,,,,,
13520,,,,,-0.05860484391450882,0.04891010746359825,1.0043827295303345,,,,,,,1.5706287622451782,-0.9033739566802979,-0.42363211512565613,,,,29.512693405151367,5.316901206970215,-39.5197868347168,,,,,,,,
13590,,,,,,,,,,,,,,1.4530978202819824,-1.1438590288162231,-0.3047792613506317,,,,,,,,,,,,,,
13600,,,,,-0.056341495364904404,0.047610826790332794,1.0054724216461182,,,,,,,1.5203098058700562,-1.0113468170166016,-0.37142544984817505,,,,29.51030158996582,5.320969581604004,-39.51606369018555,,,,,,,,
13610,,,,,-0.05773548781871796,0.04839782789349556,1.0048654079437256,,,,,,,1.5836812257766724,-0.8740055561065674,-0.4375438094139099,,,,29.511608123779297,5.3187055587768555,-39.518096923828125,,,,,,,,
13620,,,,,-0.05880141630768776,0.049030106514692307,1.0042537450790405,,,,,,,,,,,,,29.51299285888672,5.316413402557373,-39.5202522277832,,,,,,,,
13700,,,,,,,,,,,,,,1.4673806428909302,-1.1167361736297607,-0.31867516040802,,,,,,,,,,,,,,
13710,,,,,,,,,,,,,,1.533807635307312,-0.9831670522689819,-0.38521936535835266,,,,,,,,,,,,,,
13720,,,,,,,,,,,,,,1.596360206604004,-0.8449033498764038,-0.4512161612510681,,,,,,,,,,,,,,
13800,,,,,-0.05693751573562622,0.04794377461075783,1.00523042678833,,,,,,,1.4803600311279297,-1.0916167497634888,-0.33142325282096863,,,,29.510812759399414,5.320071220397949,-39.51686096191406,,,,,,,,
13810,,,,,-0.05820123851299286,0.04866921156644821,1.0046215057373047,,,,,,,1.5460597276687622,-0.9571009278297424,-0.3978702127933502,,,,29.51215171813965,5.317795753479004,-39.518943786621094,,,,,,,,
13820,,,,,-0.05913424864411354,0.049239061772823334,1.0040080547332764,,,,,,,1.6078540086746216,-0.8180149793624878,-0.46375176310539246,,,,29.513566970825195,5.315492153167725,-39.521141052246094,,,,,,,,
13900,,,,,-0.05720618739724159,0.04809542000293732,1.0051136016845703,,,,,,,1.49329674243927,-1.0661208629608154,-0.34424740076065063,,,,,,,,,,,,,,
13910,,,,,-0.05840674415230751,0.0487910695374012,1.0045037269592285,,,,,,,1.5582575798034668,-0.9306750893592834,-0.4105928838253021,,,,,,,,,,,,,,
13920,,,,,-0.05927542597055435,0.04933074116706848,1.0038894414901733,,,,,,,1.6192821264266968,-0.7907854318618774,-0.4763548672199249,,,,,,,,,,,,,,
14000,,,,,,,,,,,,,,,,,,,,29.511329650878906,5.319179058074951,-39.51766586303711,,,,,,,,
14010,,,,,-0.057474829256534576,0.048248231410980225,1.0049909353256226,,,,,,,,,,,,,29.512699127197266,5.316892623901367,-39.51979446411133,,,,,,,,
14020,,,,,-0.05860891565680504,0.04891257360577583,1.0043801069259644,,,,,,,,,,,,,29.514144897460938,5.314578056335449,-39.52204132080078,,,,,,,,
14030,,,,,-0.0594099797308445,0.0494205504655838,1.0037649869918823,,,,,,,,,,,,,,,,,,,,,,,
14100,,,,,-0.057699624449014664,0.048377156257629395,1.0048831701278687,,,,,,,1.5183587074279785,-1.0153745412826538,-0.36944371461868286,,,,29.511568069458008,5.318774700164795,-39.518035888671875,,,,,,,,
14110,,,,,-0.0587751641869545,0.049013957381248474,1.0042715072631836,,,,,,,1.5818471908569336,-0.8781679272651672,-0.43557918071746826,,,,29.512948989868164,5.316483497619629,-39.52018356323242,,,,,,,,
14120,,,,,-0.05951673164963722,0.04949406534433365,1.0036556720733643,,,,,,,1.6413397789001465,-0.7367681264877319,-0.501095712184906,,,,29.5144100189209,5.314163684844971,-39.52245330810547,,,,,,,,
14200,,,,,,,,,,,,,,1.534839153289795,-0.9809907078742981,-0.3862795829772949,,,,29.511911392211914,5.318195819854736,-39.51856994628906,,,,,,,,
14210,,,,,-0.0580037422478199,0.04855341091752052,1.0047284364700317,,,,,,,1.5973284244537354,-0.842657208442688,-0.4522668719291687,,,,29.51331329345703,5.315897464752197,-39.520748138427734,,,,,,,,
14220,,,,,-0.0589950755238533,0.04915063828229904,1.0041157007217407,,,,,,,1.6557825803756714,-0.7002999782562256,-0.5176114439964294,,,,29.51479148864746,5.313570976257324,-39.523048400878906,,,,,,,,
14230,,,,,-0.05965118855237961,0.049590736627578735,1.003498911857605,,,,,,,,,,,,,,,,,,,,,,,
14290,,,,,-0.05820305272936821,0.04867028072476387,1.0046205520629883,,,,,,,,,,,,,29.51215362548828,5.3177924156188965,-39.518943786621094,,,,,,,,
14300,,,,,-0.05913551524281502,0.0492398738861084,1.0040069818496704,,,,,,,1.5461593866348267,-0.9568870067596436,-0.39797359704971313,,,,29.513568878173828,5.315488815307617,-39.52114486694336,,,,,,,,
14310,,,,,-0.05973195284605026,0.04965204745531082,1.003389596939087,,,,,,,1.6079473495483398,-0.8177944421768188,-0.46385419368743896,,,,29.515060424804688,5.313157081604004,-39.52346420288086,,,,,,,,
14320,,,,,,,,,,,,,,1.6656734943389893,-0.6747968792915344,-0.5290756225585938,,,,,,,,,,,,,,
14390,,,,,,,,,,,,,,1.5574226379394531,-0.9324994087219238,-0.4097178280353546,,,,,,,,,,,,,,
14400,,,,,,,,,,,,,,1.6185003519058228,-0.7926642298698425,-0.47548815608024597,,,,29.51239776611328,5.317385196685791,-39.51932907104492,,,,,,,,
14410,,,,,-0.058392949402332306,0.0487828403711319,1.004511833190918,,,,,,,1.6754895448684692,-0.6490440964698792,-0.5405827760696411,,,,29.51382827758789,5.31507682800293,-39.521549224853516,,,,,,,,
14420,,,,,-0.05926607549190521,0.04932459816336632,1.0038976669311523,,,,,,,,,,,,,29.51533317565918,5.312740325927734,-39.523887634277344,,,,,,,,
14430,,,,,-0.05980244278907776,0.049708668142557144,1.0032795667648315,,,,,,,,,,,,,,,,,,,,,,,
14490,,,,,,,,,,,,,,1.5716681480407715,-0.9010567665100098,-0.4247340261936188,,,,,,,,,,,,,,
14500,,,,,-0.058620698750019073,0.048919711261987686,1.0043727159500122,,,,,,,1.631829023361206,-0.7603011727333069,-0.4903588593006134,,,,29.51271629333496,5.316862106323242,-39.51982116699219,,,,,,,,
14510,,,,,-0.05941766873002052,0.049425769597291946,1.0037574768066406,,,,,,,1.6878677606582642,-0.6159151792526245,-0.5552868247032166,,,,29.514163970947266,5.314547538757324,-39.522071838378906,,,,,,,,
14520,,,,,-0.05987701565027237,0.049773819744586945,1.0031386613845825,,,,,,,,,,,,,29.51568603515625,5.312204837799072,-39.524436950683594,,,,,,,,
14590,,,,,,,,,,,,,,1.5848884582519531,-0.8712592720985413,-0.43883880972862244,,,,,,,,,,,,,,
14600,,,,,,,,,,,,,,1.644179105758667,-0.7296692132949829,-0.5043222308158875,,,,29.51302146911621,5.316366672515869,-39.52029800415039,,,,,,,,
14610,,,,,-0.05881975218653679,0.04904141277074814,1.0042411088943481,,,,,,,1.6993165016174316,-0.5845949649810791,-0.5690889954566956,,,,29.514484405517578,5.3140459060668945,-39.5225715637207,,,,,,,,
14620,,,,,-0.05954467132687569,0.049513719975948334,1.0036251544952393,,,,,,,,,,,,,29.516023635864258,5.311697006225586,-39.52496337890625,,,,,,,,
14630,,,,,-0.05993124470114708,0.04982773959636688,1.0030055046081543,,,,,,,,,,,,,,,,,,,,,,,
14690,,,,,,,,,,,,,,1.5956560373306274,-0.8465347290039062,-0.45045265555381775,,,,,,,,,,,,,,
14700,,,,,-0.0589723102748394,0.04913632944226265,1.004132628440857,,,,,,,1.6542237997055054,-0.7042796015739441,-0.5158162713050842,,,,,,,,,,,,,,
14710,,,,,-0.059637684375047684,0.04958076402544975,1.0035158395767212,,,,,,,1.7086127996444702,-0.5586615800857544,-0.5804468393325806,,,,,,,,,,,,,,
14720,,,,,-0.05996418371796608,0.0498666912317276,1.002895712852478,,,,,,,,,,,,,,,,,,,,,,,
14790,,,,,,,,,,,,,,1.6083645820617676,-0.8168089389801025,-0.4643118679523468,,,,,,,,,,,,,,
14800,,,,,-0.05914023146033287,0.04924290254712105,1.0040031671524048,,,,,,,1.6660618782043457,-0.6737865209579468,-0.5295283794403076,,,,29.513580322265625,5.3154706954956055,-39.52116394042969,,,,,,,,
14810,,,,,-0.059734586626291275,0.049654100090265274,1.0033857822418213,,,,,,,1.7195504903793335,-0.5275468230247498,-0.5939924120903015,,,,29.515071868896484,5.313138961791992,-39.52348327636719,,,,,,,,
14820,,,,,-0.05998951569199562,0.04990655928850174,1.0027649402618408,,,,,,,,,,,,,29.51664161682129,5.310779094696045,-39.52592086791992,,,,,,,,
14900,,,,,-0.059284668415784836,0.04933682456612587,1.0038813352584839,,,,,,,1.6200720071792603,-0.7888847589492798,-0.4772312343120575,,,,,,,,,,,,,,
14910,,,,,-0.05981205031275749,0.04971669614315033,1.0032631158828735,,,,,,,1.6769503355026245,-0.6451731324195862,-0.5423066020011902,,,,,,,,,,,,,,
14920,,,,,-0.05999957397580147,0.04993762820959091,1.0026416778564453,,,,,,,1.7295925617218018,-0.49838078022003174,-0.6066113114356995,,,,,,,,,,,,,,
15000,,,,,-0.05940420925617218,0.049416638910770416,1.0037705898284912,,,,,,,1.6305803060531616,-0.7633633613586426,-0.4889570474624634,,,,29.514131546020508,5.3145976066589355,-39.52202224731445,,,,,,,,
15010,,,,,-0.059870775789022446,0.04976806789636612,1.003151774406433,,,,,,,1.6867090463638306,-0.6190481781959534,-0.553900957107544,,,,29.515653610229492,5.312255382537842,-39.52438735961914,,,,,,,,
15020,,,,,-0.05999714508652687,0.049960389733314514,1.0025298595428467,,,,,,,1.7385770082473755,-0.47177696228027344,-0.6180577278137207,,,,29.51725196838379,5.309885501861572,-39.5268669128418,,,,,,,,
15100,,,,,-0.059513386338949203,0.049491722136735916,1.0036593675613403,,,,,,,,,,,,,29.5143985748291,5.314179420471191,-39.522438049316406,,,,,,,,
15110,,,,,-0.05991875007748604,0.04981452599167824,1.003039836883545,,,,,,,,,,,,,29.515933990478516,5.311831951141357,-39.52482223510742,,,,,,,,
15120,,,,,-0.059983644634485245,0.04997808113694191,1.0024174451828003,,,,,,,,,,,,,29.517545700073242,5.309457302093506,-39.52732467651367,,,,,,,,
15290,,,,,,,,,,,,,,1.660690426826477,-0.6877003908157349,-0.5232838988304138,,,,,,,,,,,,,,
15300,,,,,-0.05969205126166344,0.04962136968970299,1.0034453868865967,,,,,,,1.7145901918411255,-0.5417401194572449,-0.587824285030365,,,,29.514925003051758,5.3133649826049805,-39.52325439453125,,,,,,,,
15310,,,,,-0.05997978150844574,0.04988916963338852,1.0028249025344849,,,,,,,1.7641586065292358,-0.3931930363178253,-0.6515293717384338,,,,29.51648712158203,5.311007976531982,-39.52568054199219,,,,,,,,
15320,,,,,-0.05992669612169266,0.0499974749982357,1.0022015571594238,,,,,,,,,,,,,29.518125534057617,5.308623790740967,-39.52822494506836,,,,,,,,
15400,,,,,-0.05978899449110031,0.049697574228048325,1.0033018589019775,,,,,,,,,,,,,,,,,,,,,,,
15410,,,,,-0.059997837990522385,0.04992847889661789,1.0026806592941284,,,,,,,1.6735140085220337,-0.6542633771896362,-0.5382561683654785,,,,,,,,,,,,,,
15420,,,,,-0.059865761548280716,0.04999976605176926,1.0020568370819092,,,,,,,1.726425290107727,-0.5076433420181274,-0.6026118397712708,,,,,,,,,,,,,,
15430,,,,,,,,,,,,,,1.7749754190444946,-0.35859939455986023,-0.6661111116409302,,,,,,,,,,,,,,
15500,,,,,-0.059850431978702545,0.04974975064396858,1.0031927824020386,,,,,,,1.6831278800964355,-0.6286889910697937,-0.5496302247047424,,,,,,,,,,,,,,
15510,,,,,-0.059999316930770874,0.04995260760188103,1.0025711059570312,,,,,,,1.7352817058563232,-0.48159170150756836,-0.6138418912887573,,,,,,,,,,,,,,
15520,,,,,-0.059807270765304565,0.049995772540569305,1.0019468069076538,,,,,,,1.7830520868301392,-0.33219480514526367,-0.6771812438964844,,,,,,,,,,,,,,
15590,,,,,-0.05990409851074219,0.04979972168803215,1.0030769109725952,,,,,,,,,,,,,,,,,,,,,,,
15600,,,,,-0.05998934060335159,0.04997280240058899,1.0024547576904297,,,,,,,,,,,,,29.515840530395508,5.3119730949401855,-39.52467727661133,,,,,,,,
15610,,,,,-0.059733711183071136,0.04998612031340599,1.001829981803894,,,,,,,,,,,,,29.51744842529297,5.30959939956665,-39.52717208862305,,,,,,,,
15620,,,,,,,,,,,,,,,,,,,,29.51913070678711,5.307199001312256,-39.52978515625,,,,,,,,
15700,,,,,-0.05995241552591324,0.04985186457633972,1.002939224243164,,,,,,,1.704957127571106,-0.5689144730567932,-0.5759639739990234,,,,29.516191482543945,5.311446666717529,-39.52522277832031,,,,,,,,
15710,,,,,-0.05996204912662506,0.049989547580480576,1.0023163557052612,,,,,,,1.7553353309631348,-0.4207920730113983,-0.6398301720619202,,,,29.5178165435791,5.309067249298096,-39.52774429321289,,,,,,,,
15720,,,,,-0.05963096395134926,0.04996741935610771,1.001691222190857,,,,,,,1.8012794256210327,-0.270660400390625,-0.7027871608734131,,,,29.519515991210938,5.3066606521606445,-39.5303840637207,,,,,,,,
15800,,,,,-0.0599791593849659,0.04988817870616913,1.0028281211853027,,,,,,,1.7142696380615234,-0.5426523685455322,-0.5874272584915161,,,,,,,,,,,,,,
15810,,,,,-0.059927865862846375,0.049997325986623764,1.0022047758102417,,,,,,,1.763865351676941,-0.39411914348602295,-0.6511377692222595,,,,,,,,,,,,,,
15820,,,,,-0.059536051005125046,0.04994663596153259,1.0015794038772583,,,,,,,1.8090053796768188,-0.24370397627353668,-0.7139230370521545,,,,,,,,,,,,,,
15900,,,,,-0.05999521166086197,0.04991992935538292,1.0027148723602295,,,,,,,1.7236251831054688,-0.5157831907272339,-0.5990909934043884,,,,29.516769409179688,5.310592174530029,-39.526119232177734,,,,,,,,
15910,,,,,-0.05988186597824097,0.05000000074505806,1.0020911693572998,,,,,,,1.7724186182022095,-0.3668542206287384,-0.6626397967338562,,,,29.518421173095703,5.308202743530273,-39.528682708740234,,,,,,,,
15920,,,,,-0.05942825600504875,0.0499202236533165,1.0014653205871582,,,,,,,1.8167349100112915,-0.21617351472377777,-0.7252469062805176,,,,29.5201473236084,5.3057861328125,-39.5313606262207,,,,,,,,
16000,,,,,-0.0599999837577343,0.04994577541947365,1.0026044845581055,,,,,,,,,,,,,,,,,,,,,,,
16010,,,,,-0.05982622504234314,0.049997515976428986,1.0019803047180176,,,,,,,1.7325915098190308,-0.4895551800727844,-0.6104152798652649,,,,,,,,,,,,,,
16020,,,,,-0.05931251868605614,0.049889419227838516,1.0013542175292969,,,,,,,1.7806003093719482,-0.3402637243270874,-0.6738037467002869,,,,,,,,,,,,,,
16030,,,,,,,,,,,,,,1.8241113424301147,-0.189347505569458,-0.736234724521637,,,,,,,,,,,,,,
16090,,,,,,,,,,,,,,1.7410809993743896,-0.4642736315727234,-0.6212753057479858,,,,,,,,,,,,,,
16100,,,,,-0.05999447777867317,0.04996587708592415,1.0024983882904053,,,,,,,1.7883321046829224,-0.31465479731559753,-0.6845070719718933,,,,29.517333984375,5.309764862060547,-39.52699661254883,,,,,,,,
16110,,,,,-0.05976269766688347,0.049990393221378326,1.0018738508224487,,,,,,,1.8310656547546387,-0.1635335087776184,-0.7467660903930664,,,,29.519012451171875,5.307365894317627,-39.529598236083984,,,,,,,,
16120,,,,,-0.05919133871793747,0.04985509812831879,1.001247525215149,,,,,,,,,,,,,29.520767211914062,5.3049397468566895,-39.53232192993164,,,,,,,,
16190,,,,,,,,,,,,,,,,,,,,29.5176944732666,5.3092427253723145,-39.527557373046875,,,,,,,,
16200,,,,,-0.059972915798425674,0.0499848872423172,1.0023620128631592,,,,,,,1.751794457435608,-0.43171799182891846,-0.6351821422576904,,,,29.519390106201172,5.306837558746338,-39.53018569946289,,,,,,,,
16210,,,,,-0.05966674163937569,0.0499744638800621,1.001737117767334,,,,,,,1.7980674505233765,-0.2817092537879944,-0.6982088088989258,,,,29.521160125732422,5.304405689239502,-39.53293228149414,,,,,,,,
16220,,,,,-0.05902153253555298,0.04980428144335747,1.0011104345321655,,,,,,,1.8397983312606812,-0.1303553581237793,-0.7602432370185852,,,,,,,,,,,,,,
16290,,,,,-0.059942249208688736,0.049994949251413345,1.0022475719451904,,,,,,,,,,,,,,,,,,,,,,,
16300,,,,,-0.0595736987888813,0.049955204129219055,1.001622200012207,,,,,,,1.7606167793273926,-0.40433716773986816,-0.6468125581741333,,,,29.51799964904785,5.308803558349609,-39.52803039550781,,,,,,,,
16310,,,,,-0.05886664241552353,0.04975575953722,1.0009952783584595,,,,,,,1.8060649633407593,-0.2540278434753418,-0.7096638679504395,,,,29.51970863342285,5.306393623352051,-39.53068161010742,,,,,,,,
16320,,,,,,,,,,,,,,1.8469510078430176,-0.10250551253557205,-0.7715067267417908,,,,29.521493911743164,5.303956508636475,-39.533447265625,,,,,,,,
16400,,,,,-0.05980708450078964,0.049995750188827515,1.0019464492797852,,,,,,,,,,,,,29.518814086914062,5.307645320892334,-39.529293060302734,,,,,,,,
16410,,,,,-0.05927502363920212,0.04987899959087372,1.001320242881775,,,,,,,1.783083200454712,-0.3320922255516052,-0.6772241592407227,,,,29.520559310913086,5.305222511291504,-39.53199768066406,,,,,,,,
16420,,,,,-0.05840615555644035,0.04960279166698456,1.0006927251815796,,,,,,,1.8263462781906128,-0.1811082661151886,-0.7396005392074585,,,,29.522380828857422,5.302772521972656,-39.534820556640625,,,,,,,,
16430,,,,,,,,,,,,,,1.8649958372116089,-0.02925950102508068,-0.8009258508682251,,,,,,,,,,,,,,
16490,,,,,-0.05973150208592415,0.049985773861408234,1.0018267631530762,,,,,,,,,,,,,,,,,,,,,,,
16500,,,,,-0.05913470312952995,0.049838464707136154,1.0012003183364868,,,,,,,1.7917094230651855,-0.3033158481121063,-0.6892313361167908,,,,,,,,,,,,,,
16510,,,,,-0.05820189043879509,0.04953182861208916,1.0005725622177124,,,,,,,1.8340983390808105,-0.1521105319261551,-0.7514135241508484,,,,29.519142150878906,5.307184219360352,-39.52980041503906,,,,,,,,
16520,,,,,,,,,,,,,,1.8718540668487549,-0.00017890419985633343,-0.8125278353691101,,,,29.52090072631836,5.304756164550781,-39.532527923583984,,,,,,,,
16530,,,,,,,,,,,,,,,,,,,,29.522737503051758,5.302300930023193,-39.53537368774414,,,,,,,,
16600,,,,,-0.059648871421813965,0.04997101053595543,1.0017138719558716,,,,,,,1.7996909618377686,-0.2761358916759491,-0.700519323348999,,,,29.519453048706055,5.306748390197754,-39.5302848815918,,,,,,,,
16610,,,,,-0.05899116024374962,0.049794912338256836,1.0010871887207031,,,,,,,1.8412519693374634,-0.12474609911441803,-0.7625153660774231,,,,29.52122688293457,5.304315090179443,-39.53303527832031,,,,,,,,
16620,,,,,-0.05799825116991997,0.04945962876081467,1.0004593133926392,,,,,,,1.8781616687774658,0.027239341288805008,-0.8234279155731201,,,,29.5230770111084,5.301855087280273,-39.5359001159668,,,,,,,,
16690,,,,,,,,,,,,,,,,,,,,29.519765853881836,5.3063130378723145,-39.53076934814453,,,,,,,,
16700,,,,,-0.059555601328611374,0.049951132386922836,1.0016014575958252,,,,,,,,,,,,,29.52155303955078,5.303874969482422,-39.533538818359375,,,,,,,,
16710,,,,,-0.05883733183145523,0.04974638298153877,1.000974416732788,,,,,,,1.8074959516525269,-0.24901357293128967,-0.7117334008216858,,,,29.52341651916504,5.30141019821167,-39.53642654418945,,,,,,,,
16720,,,,,-0.05778474360704422,0.04938259348273277,1.0003464221954346,,,,,,,1.8482286930084229,-0.09746336936950684,-0.773541271686554,,,,,,,,,,,,,,
16730,,,,,,,,,,,,,,1.8842926025390625,0.05455221235752106,-0.8342499136924744,,,,,,,,,,,,,,
16790,,,,,,,,,,,,,,,,,,,,29.520095825195312,5.305857181549072,-39.531280517578125,,,,,,,,
16800,,,,,-0.05944640561938286,0.04992484301328659,1.001483678817749,,,,,,,1.815498948097229,-0.2206147164106369,-0.723423421382904,,,,29.52189826965332,5.303414344787598,-39.53407287597656,,,,,,,,
16810,,,,,-0.05866497382521629,0.04969015344977379,1.0008565187454224,,,,,,,1.8553621768951416,-0.06892178952693939,-0.7850314974784851,,,,29.523775100708008,5.3009443283081055,-39.53697967529297,,,,,,,,
16820,,,,,-0.05755019932985306,0.04929661005735397,1.0002284049987793,,,,,,,1.8905385732650757,0.08310024440288544,-0.8455239534378052,,,,,,,,,,,,,,
16890,,,,,-0.0592791885137558,0.04988016560673714,1.0013240575790405,,,,,,,,,,,,,,,,,,,,,,,
16900,,,,,-0.05841230973601341,0.049604903906583786,1.0006965398788452,,,,,,,1.826149821281433,-0.18183445930480957,-0.7393040060997009,,,,29.520553588867188,5.30523157119751,-39.53199005126953,,,,,,,,
16910,,,,,-0.057213522493839264,0.04917105659842491,1.0000683069229126,,,,,,,1.8648217916488647,-0.02998811937868595,-0.8006346225738525,,,,29.52237319946289,5.302781105041504,-39.53480911254883,,,,,,,,
16920,,,,,,,,,,,,,,1.8987829685211182,0.12200141698122025,-0.8608274459838867,,,,29.524269104003906,5.300304412841797,-39.53774642944336,,,,,,,,
16990,,,,,,,,,,,,,,,,,,,,29.520938873291016,5.3047051429748535,-39.532588958740234,,,,,,,,
